speaker,start_time,text,confidence
3,179.17,삼성전자 주가 흐름에 대해서 전반적인 의견 먼저 들어 봤고요. 그러면 대표님께서는 최근에 삼성전자 주가 흐름 어떻게 보세요?,0.99
2,187.29,저요? 일단은 제가 한번 우리 과장님이랑 같이 방송할 때였던 거 같아요. 제가 삼성전자 관심 가져보시라고 얘기했었던 거 이유 중에 하나가 뭐냐면 삼성전자가 수율을 못 잡았잖아요. 근데 수율 잡기 위해서 정말 코어 오브 코어 오브 코어 정보를 어디다가 주고 수율을 잡겠다고 했습니까? 미국의 팔란티어죠. 그래서 팔란티어랑 얼라이언스를 하고 나서 이건 삼성이 정말 크게 이거는 결정을 한 거다.,0.98
2,210.16,"이거에 대해서 좋은 결과가 나오지 않을까 생각한다 라고 하면서 이제 수율 잡혔다는 얘기 엄청 많이 나오고 지금 80% 넘어갔다는 얘기도 엄청 많이 나오는 상황이잖아요. 그 선택이 진짜 잘한 선택이라고 판단이 돼요. 그래서 저는 이제 그런 것들이 좀 쌓여서 좋은 거 같고, 뒤에 우리 질문에도 있긴 있지만 디스플레이 쪽. 그러니까 이게 지금까지 그 삼성은요. 나머지 뭐 TV는 원래 1등이니까 그냥 고만고만 하고 뭐 휴대폰이 안 팔렸죠. 그리고 디스플레이도 안 팔렸어요.",0.98
2,230.88,BOE가 치고 오니까 싼 거로 치고 오니까 안 팔렸어요. 힘들었죠? 파운드리 계속 적자였죠? 안 좋은 상황이었어요. 그러다 보니까 이제 전체 매출 구조는 굉장히 많은 회사인데 반도체가 원웨이로 가니까 다들 불안했죠. 반도체 그래서 맨날 보는 게 반도체 디램 가격이 어떻고 뭐 HBM이 어떻고 그래서 제가 맨날 나와서 얘기하는 게 삼성전자랑 다른 기업이에요.,0.97
2,250.81,반도체 원하시면 SK 가는 게 맞고 아 나는 반도체도 좋고 다양한 포트폴리오가 좋아. 양다리 삼다리 걸친 기업이 좋아. 삼성전자. 그때 들어가시라고 말씀드렸는데 이게 장단이 명확하게 있거든요. 근데 삼성은 지금 장점이 이제 부각되는 시기가 됐어요. 왜냐면 아니 되게 웃긴 게 잘하던 게 망가졌어요? 근데 갑자기 못 하던 동생들이 치고 올라와요. 수율 잡혔죠? TV는 원래 1등이죠?,0.98
2,269.85,"그리고 디스플레이도 가만히 있다가 미국에서 트럼프가 야, BOE를 10몇 년 동안 우리 미국 들어올 생각 하지도 마. 못 들어가요. 그러다 보니까 걔네들 어디 가겠습니까? 삼성 디스플레이, LG 디스플레이밖에 없어요. 아니, BOE보다 삼성 디스플레이, LG 디스플레이가 나아요, 솔직히 얘기하면. 근데 좀 비싸죠. 어쩔 수 없는데. 근데 이제 그런 제한이 있었기 때문에 제재가 있었기 때문에 좀 반사익이 나올 수밖에 없는 상황이었어서 제가 요즘에 그래서 디스플레이 줄을 엄청 얘기하고 다녀요. 아무도 관심 없거든요, 아직.",0.97
3,292.63,"음. 근데 왜 관심이 없지? 이게 안 갈 수가 없는데, 라는 그런 생각을 가지고 있고. 어쨌든 그런 상태에서 나머지 못 났던 동생들 지플립, 그리고 과장님 말씀하신 대로 이제 닌텐도. 어 그러고 보니까 우리가 다 있구나 우리 집에. 삼성전자 실적에 기하기 위해서 네, 와이프 지플립 가져왔고 우리 아이들 둘 다 이제 하나씩 2 다 가지고 있고. 아 그러네요. 어쨌든 기여했네요.",0.98
2,310.98,"자 이런 상황이 만들어졌기 때문에 일단은 원래 못 났던 동생들이 살아났어요. 근데 갑자기 이제 형님이 아 이제 한번 움직여 볼까 하고 이제 가는 거죠. 그러다 보니까 전체가 다 올라가는 셈이 되잖아요. 그러니까 당연히 삼성은 지금까지의 주가는요. 지금 한 최소 한 4, 5년, 5, 6년, 6, 7년, 그 정도 주가는 그냥 반도체만 이끌었어요. 사실은. 근데 이제 나머지가 다 살아났잖아요.",0.97
2,332.38,"그러니까 예전 몇 년 전에 삼성을 바라보는 시각을 지금 유지하는 것 자체가 말이 안 되죠. 그래서 저는 삼성전자 주가 오히려 근데 저는 요즘에 증권사들이 계속 올리는 게 마음에 들지 않습니다. 그 친구들 올리면 또 희한하게 또 뭐 나오거든요. 그리고 아까 제가 코스피도 4,000 포인트 때 돼 가지고 뭔가 물량 출회에 대한 부분을 일단 감안을 하시라고 말씀드린 게 삼성전자도 10만 원이라는 그 숫자가 모두가 여원하는 숫자였잖아요.",0.98
2,355.92,근데 항상 여원에는 고통이 고통이 따르죠. 네. 왕관의 무게를 견뎌야 됩니다. 그 정 그 정도 올라가면은 제가 봤을 때는 일부 차익 실현 물량 나올 수 있어요. 근데 또 거기서 또 에이 너희들은 거의 다 끝이지. 이렇게 생각까지는 하실 필요 없을 것 같고 삼성전자를 바라보는 시각은 지금까지 수년 동안과는 좀 다르게 보실 필요가 있기 때문에 저는 상승은 있을 수 있다. 근데 10만 원대를 너무 시원하게 뚫지 못해도 걱정하지 마시고.,0.98
2,379.4,근데 뚫고 올라갔을 때가 좀 문제라고 생각해요. 그러면 조정폭이 깊을 수 있거든요.,0.98
3,384.82,"그러면 우리나라 코스피까지 같이 무너지겠죠, 그러면. 그 손절 가격 어느 정도로 봐야 돼요?",0.99
2,390.11,"수익 실현이요? 지금은 다 수익이시니까. 저는 그냥 지금 적절하게 밑에서 우리가 요즘에 제가 개인 DM이나 제 제 개인 유튜브에 리플이 되게 많이 달려요. 뭐 본인 우리 신사임당이나 방송 보시고 매수하셨던 분들이 본인 수익률을 올리시거든요. 대부분 70%, 60%, 80% 그때 다 물려 있어요. 많이 나오신 분은 90%까지 봤고. 근데 그런 분들은 그런 분들 중에 비중이 만일 되게 높아요.",0.98
2,412.19,"비중 높다는 기준 제 기준으로는 30% 이상 가면은 지금 차익 실현하셔 가지고 지금 조금 이제 소외된 업종이 있죠. 마치 반도체가 1년 전에 소외됐던 것처럼. 그런 쪽으로 이제 삼성전자 소외됐던 것처럼 그런 쪽으로 매수하시는 게 지금은 맞다 봐요. 그러니까 이게 뭐 우리는 항상 진짜 막 발바닥에서 잡아서 머리끝에서 매도하고 싶어 하는데 제가 봤을 때 그건 안 돼요. 그건 불가능해요, 그거는.",0.97
2,431.89,그러니까 적절하게 수익이 났을 때는 좀 끊고 가는 게 좋 좋을 것 같아서 수익 나신 분들은 지금 정도 근처에서 조금씩 차익 실현하시는 것도 괜찮다. 근데 손실 중이신 분들이 많지는 않을 거예요. 오늘도 계속 올라오고 있기 때문에. 지금 아마도 새로 이제 진입하고 싶어 하시는 분들에 대한 고민일 것 같은데 지금은 조금 차라리 다른 쪽에 하셨다가 오시는 게 낫지 않을까?,0.98
3,452.6,"알겠습니다. 보유하고 계신 분들 웬만해서는 다 수익권이실 것 같아서 차익 실현도 하나의 전략. 근데 신규 진입 막 추격 매수는 좀 고민을 해 보자. 이렇게 정리해 보겠습니다. 삼성전자 아까 실적 이야기 잠깐 나왔었는데요. 3분기 실적 어떻게 보고 계신지 곧바로 질문 드려 볼 텐데. 원래 잘했다. 이 정도 별거 아니다. 이런 시각도 있고, 와 진짜 잘했다. 뭐 이런 시각도 있는 거 같아요.",0.99
1,477.6,"정말 잘했죠. 왜냐면은 2분기 때 4조 초반이었을 거예요. 아 4조 6,000억 정도 나왔고 이번에 12조 정도 나왔습니다. 원래 애초에는 한 9조 정도 봤었고. 그러니까 결국에는 좀 더 이제 구체적인 거는 10월 30일 날 나오겠지만 일단 반도체가 크게 좀 선방을 좀 했다고 좀 보고 있고, 이게 실제로 아까 얘기했던 것처럼 9월 초부터 디램 가격이 굉장히 빠르게 올라왔거든요.",0.98
1,500.13,그때 많은 물량들이 나왔던 거 같아요. 그리고 이게 기존의 서버향 쪽에 대한 물량들이 물론 계속 꾸준히 AI 쪽에 나오긴 했지만은 스마트폰. 이제 아까 애플도 어제 실적 아 실적은 뭐 다음 주긴 하겠지만은 생각보다 애플이 아이폰도 마찬가지고 중국 쪽도 마찬가지고 스마트폰 향 이제 메모리도 생각보다 나가기 시작을 했어요. 이제 남은 거는 PC입니다.,0.97
1,521.63,최근에 윈도우 10이 종료가 됐죠. 그러면서 이제 PC 쪽에 대한 교체 수요가 생각보다 커질 거란 말이죠. 이게 요 최근에 공공 기관도 마찬가지고 기업들도 마찬가지지만 이게 보안 이슈가 굉장히 큰 상황이기 때문에 결국에는 PC 교체 수요가 생각보다 커지는 좀 상황이기 때문에 디램 가격이 미친 듯이 올라가고 있고 랜드 가격도 마찬가지겠지만은. 그런 측면에 이번에 3분기 실적이 9월 초에 굉장히 많은 물량들이 좀 나가지 않았을까.,0.98
1,545.15,라고 좀 생각을 하고 있기 때문에 이번 순 이번에 실적은 순수하게 반도체 쪽으로 시장에서는 한 7조 정도 보는 거 같아요. 12조 내에서 반도체 비중 자체가 그렇다라는 거는 반도체가 영향이 있었고 그리고 핸드폰도 생각보다 잘 팔렸고 뭐 디스플레이는 이건 뭐 말도 할 것도 없고 라고 봤을 때는 그러면은 만약에 컨퍼런스 콜에서 어떻게 얘기할 거냐? 제가 뻔합니다. 제가 봤을 때는 4분기는 더 좋아질 거고.,0.97
1,568.64,이거는 모건스탠리가 얘기를 했죠. 4분기 때부터는 랜드다. 그럼 랜드 쪽에 이게 잡히기 시작을 하게 되면은 생각보다 가능성이 좀 있다 생각하고 있습니다.,0.98
3,577.1,알겠습니다. 아까 대표님께서는 이제 삼성전자 뭐 디스플레이 쪽도 말씀을 해 주셨고 실적에 대해서 전반적으로 이야기를 해 주셨으니까 저희가 질문 드릴 게 정말 많거든요. 그래서 다른 질문으로 넘어가 볼게요. 삼성전자 주가를 견인하고 있는 이유는 뭐 여러 가지가 있겠지만 최근에 호재가 여러 가지 또 터졌습니다.,0.99
3,595.54,그리고 파수에 대한 기대감도 자리를 잡고 있었는데 그중에 대표적인 이슈였던 게 마이크론의 H 탈락 가능성 뭐 이런 게 짚이고 있었고요. 엔비디아라든지 테슬라가 삼성 파운드리를 선택할 가능성 있다. 뭐 이런 보도 내용도 저희가 확인해 볼 수가 있었죠. 그래서 전반적으로 어떻게 평가를 하고 계신지 그리고 지금의 흐름 어떻게 보고 계신지 궁금한데요.,0.99
2,619.62,마이크론은 원래 삼성이나 SK의 라이벌이 아니에요. 그 제가 항상 말씀드렸던 내용이 뭐냐면 마이크론이 미국에 상장돼 있어서 그렇게 가치를 인정받고 마이크론이 실적 발표 먼저 되고 그게 뭐 반도체 시장의 풍향계라고 하는데 디램 시장에서 점유율이요 삼성 저기 위에 있고요. 그거 조금 밑에 한참 밑에 SK 하이닉스 있고요. 저기 1층쯤에 마이크론 있거든요.,0.98
2,640.41,그게 실제 팩트였어요. 근데 저는 그래서 그걸 보면서 아니 우리나라 시장도 훌륭하고 우리나라의 훌륭한 기업들이 있는데 왜 마이크론 보고 이걸 하는 거지? 아 물론 비슷하게 하니까. 근데 이거는 정교 1등을 보고 평가를 해야지 꼴등을 아 물론 아예 꼴찌는 아니지만 이런 기업을 보고 평가한다는 거 자체가 지금 말이 안 된다라고 봤어요. 삼성전자는 충분히 프라이드를 가질 만한 기업이거든요.,0.98
2,662.18,탈락 뭐 네 탈락하면 그냥 원래 떨어져 나가는 애가 떨어져 나간 거예요. 저는 별로 크게 신경 안 써요. 그리고 최근에 중국에서 마이크론이 또 나온다 그 얘기도 있잖아요. 그래서 뭐 삼성전자 SK 하이닉스가 수혜를 볼 수 있다. 요만큼 볼 수 있을 것 같아요. 사실 근데 그렇게 크게 실적에 기인할 만한 부분은 아닐 것 같아서. 근데 그것보다는 중요한 포인트가 사실 이것도 과장님이랑 제가 계속 말씀드렸던 내용인데 엔비디아 칩에 대한 수요는 굉장히 높아요.,0.97
2,683.94,"근데 이제 문제가 뭐냐면 엔비디아는 설계만 하는 기업이고 이제 찍어내는 역할을 하는 파운드리가 없잖아요. 근데 그동안 이제 제가 자주 말씀드렸던 말씀드렸던 게 젠슨 황 입장에서 제일 원망스러운 기업이 어디냐면 삼성전자거든요. 야 너희들이 똑바로만 해 주면 우리가 이렇게 안 해도 되잖아. TSMC밖에 못 하기 때문에 걔한테 가 가지고 막 이런 굴욕을 당하는 거죠. 그렇게 오래 했는데 우리 전용 라인도 안 만들어 주고 하려면 좀 더 비싼 값 내 2, 30% 돈 더 내. 이런 굴욕을 당했는데.",0.98
2,707.89,삼성전자가 수율만 따라오게 되면 당연히 엔비디아 입장에서 삼성한테 안 줄 수가 없거든요. 그래서 삼성만 수율만 따라가면은. 그래서 제가 밥은 차려져 있는데 삼성이 밥을 못 먹고 있다는 표현을 되게 좀 자주 썼었어요. 엔비디아가 대신 삼성전자 파운드리를 선택하는 게 아니고요. TSMC도 쓰고 삼성전자도 쓰는 거예요. 그렇게 되면 우리가 어떻게 봐야 되냐면은 삼성은 없던 수익이 생기기 때문에 더 좋은 거고요. 그리고 이제 TSMC는 항상 회장님이 그러면 안 됐는데 이분이 삼성을 욕을 하더라고요.,0.97
2,733.31,타게팅을 했어요. 그러면 안 되거든요. 그게 무슨 얘기냐면은 신경 쓴다는 얘기예요. 신경 안 쓰면 솔직히 얘기하겠어요? 안 쓰지. 아유 너 혼자 뭐라고 하든지 말든지 신경 안 써. 신경 쓰고 있다는 얘기거든요. 근데 삼성이 이번에 수율을 따라잡고 했다라고 하는 거는 분명히 이 파운드리 역할을 할 수 있는 자리에 올라가고 있다라는 증거고. 그리고 엔비디아가 이제 삼성한테 맡기게 되면은 훨씬 더 긴장해야죠. 그러다 보니까 갑자기 얘들 라인 증설하고 막 갑자기 뭐 해 주는 척하잖아요.,0.98
2,756.1,삼성이 생각보다 많이 빨리 따라 따라왔거든. 우리 생각보다 더 빠르거든. 그런 내용이 만들어지고 있어서 제가 봤을 때는 정확한 표현은 엔비디아가 TSMC 대신에 파운드리 삼성을 선택한 게 아니고 엔비디아가 TSMC 그리고 그와 함께 이제 삼성도 같이 이용할 수 있는 상황이 됐다. 이렇게 표현하는 게 맞고 이런 상황에서 이제 삼성이 이제 할 수 있는 건 또 있죠. 삼성 잘하는 거 이제 디램에서 맨날 하는 거 있잖아요.,0.97
2,778.39,1등에서 이제 1등 물론 1등이 아니어서 못 하겠지만 가격으로 이제 가격으로 승부를 보겠죠. 이제. 그럼 이제 TSMC 입장에서는 짜증 나는 거겠죠. 우리가 만일 중국 디스플레이 보면 싸게 내는 것처럼 그런 상황이 발생할 수 있을 것 같은데 일단 그렇다 하더라도 수율이 앞으로 더 중요하고. 그래서 저는 이런 경쟁은 되게 좋게 봐요. 이렇게 되면 이제 오히려 엔비디아를 투자하시는 분들 입장에서는 엔비디아가 그동안 이제 이 칩에 대한 수요가 높은데도 그걸 공급을 해 주지 못했기 때문에 문제잖아요.,0.98
2,801.49,근데 삼성이 따라오기 시작하면 생산 더 하겠죠? 매출 더 찍히겠죠? 그럼 이제 당연히 삼성전자와 함께 뭘 매수해야 되겠습니까? 엔비디아 업사이드를 올려야죠. 그렇게 보고 있어요.,0.98
3,809.43,네. 과장님께서는 그럼 삼성전자 파운드리의 전망 어떻게 보고 계실까요?,0.99
1,813.55,"파운드리는 아까 말씀하셨던 것처럼 바닥은 찍었다고 생각을 하고 있고. 그럼 그 고객사 확보는 어떻게 하냐? 결국에는 테슬라, 애플. 물론 이건 내년 말쯤부터 이제 생산이니까 지금 당장에 이제 실적은 반영은 안 될 거예요. 기존에 1분기 때가 2조 5천억 정도 적자였고, 2분기가 2조. 그럼 이번에는 봐야 되긴 하겠지만은 적어도 1조 때는 아마 아마 한 몇 천억 대 수준이라고 하게 되면 그럼 그 이유는 어제 이슈가 나왔었죠.",0.98
1,839.43,"엑시노스 2600에 갤럭시 S26이 들어가기 시작했다. 이게 갤럭시 플립을 얘기했는데 스마트폰은 전체 폴더블은 전체 스마트폰에서 2, 3%밖에 되지는 않아요. 그러면 갤럭시 S26에 들어간다? 이게 굉장히 큰 겁니다. 이게 근데 왜 삼성인데 삼성 거 왜 이제 들어가냐? 예전에 우리가 S22 어떤 이슈가 있었죠? 발열 이슈가 있었죠. 그러면서 이제 파운드리 같은 계열사지만은 패스를 시켜 버렸어요.",0.97
1,864.26,"그러면서 이번에 아까 말씀하셨던 것처럼 삼성전자가 생각보다 수율이 올라오기 시작을 했다는 거죠. 제가 알기로는 한 50%까지 올라왔다라고 좀 들은 거 같아요. 그러면은 적어도 내년에 이게 4분기 때부터 실적으로 잡힌다고 들었어요. 그럼 4분기 이미 지나갔으니까 어 그럼 4분기는 갤럭시 S26으로 들어가게 되면은 물론 추후에 노이즈가 안 나오길 바랄 뿐이죠. 발열 이슈가 안 나오게 되면은 갤럭시 S26이 본격적으로 판매량이 굉장히 크게 올라가게 됐을 때 어 파운드리가 원래 파운드리 흑자를 시장에서는 올해 상반기만 하더라도 27년을 봤어요, 흑자 전환을.",0.98
1,896.8,"그러면은 이거 이 정도면은 내년 상반기에도 흑자 전환까지 빠르게 갈 수 있지 않을까. 왜냐면은 이미 테슬라, 애플 정해졌고 시장에서는 퀄컴까지 지금 얘기가 나오고 있는 거 같아요. 이게 추가 그 이거는 제가 봤을 때는 이번에 트럼프 골프 회동에서 또 이게 트럼프 형님이 좀 추가적으로 건수를 좀 주지 않았을까 생각을 하고 있는데 그런 측면에서는 파운드리는 좀 긍정적으로 볼 수밖에 없는 상황이다. 바닥은 찍은 거 같다 생각하고 있습니다.",0.98
3,921.44,"바닥은 찍었다. 알겠습니다. 저희 삼성전자가 지금 여러 기업들과 또 협업을 하는 그런 모습을 나타내고 있는데 그중에 또 대표적인 기업이 테슬라가 있죠. 그래서 테슬라와 삼성전자의 관계에 대한 이야기를 좀 해 볼 텐데 많은 분들께서 들으셨을지는 모르겠지만 2027년부터 이제 삼성 디스플레이, 디스플레이 이야기입니다. 8인치 OLED 패널을 테슬라 쪽에 공급할 수도 있다라는 보도 내용이 있었어요.",0.99
3,949.8,그리고 뭐 요즘에 로봇 이슈 뭐 옵티머스 이런 이슈도 많이 떠오르고 있잖아요. 그래서 이걸 어떻게 해석을 해 봐야 될까요?,0.99
2,956.06,"진작 했었어야죠. 왜 BOE 거 썼을까? 싸니까. 뭐 물론 오케이. 예, 기업 입장에서는 싼 거 쓰고 비싸게 팔아먹는 게 사실 그들의 이제 주요 그거기 때문에 이해는 하지만 일단은 삼성 디스플레이를 선택한 이유는 선택지가 없어요. 자기들이 채용하던 BOE 거를 이제 못 쓰거든요. 그럼 이제 삼성 디스플레이, LG 디스플레이인데 삼성 디스플레이, LG 디스플레이는 잘하는 게 좀 확연하게 다르죠. 삼성도 이제 큰 건 안 되니까 LG 거 갖다 써서 자기들 TV를 만들고 있는 상황이잖아요.",0.98
2,979.69,그렇기 때문에 지금 상황에서는 이제 삼성이랑 같이 사업을 할 수밖에 없을 거고. 우리 삼성 디스플레이는 비상장인데 삼성전자에 포함이 돼 있어요. 근데 삼성전자랑 테슬라랑 사업 많이 하죠? 제가 봤을 때 패키지 계약이 되지 않을까? 이거 이렇게 하고 이렇게 이렇게 하고 이제 패키지 계약이 되지 않을까 싶어서 저는 채용 선택 이유는 충분하다라고 보고 있고 27년으로 미뤄진 거는 기존에 뭐 확보해 놓은 물량들 때문에 이제 아마 그런 거 같은데 그 재고만 좀 진행이 어느 정도 좀 소진이 되게 되면은 삼성 디스플레이는 이미 아마 좀 빠르게 들어가지 않을까 싶긴 해요.,0.97
2,1009.33,"재고 소진이 얼마나 얼마나 빨리 되느냐. 예를 들어서 뭐 옵티머스에 뭐 탑재를 한다고 했을 때 옵티머스가 얼마나 잘 팔리느냐, 아니면 테슬라에 탑재했을 때 테슬라가 얼마나 잘 팔려서 기존의 재고들을 다 없애 주느냐에 따라 가지고 그 탭 실제로 들어가는 그 시기는 27년이라고 했지만 좀 더 빨라질 수도 있을 거라는 생각이 좀 들어 가지고 일단은 선택한 이유는 어쩔 수 없 어쩔 수 없었지만 뭐 저는 제가 봤을 때 최선의 선택이었다. 이렇게 지금 또 삼성전자에 관심 가져야 된다. 그리고 디스플레이 관심 좀 가져야 된다.",0.98
3,1034.62,디스플레이. 네 아까부터 강조해 주고 계십니다. 디스플레이 진짜 예상하지 못했는데 꿀팁을 여기서 주신 거거든요. 그래서 참고해 주시면 좋을 것 같고 과장님께는 아 그러면 지금 TSMC와 인텔의 상황이 어떤지 질문을 드려 볼게요.,0.99
1,1048.01,결국에는 트럼프 대통령은 자국의 반도체 회사를 계속 살리려고 하는 거 같아요. 물론 최근에 엔비디아랑 뭐 인텔 뭐 투자 이슈도 있었던 거는 결국에는 인텔은 아직까지는 결국에는 그 파운드리 쪽은 사실 살아남기가 쉽지 않은 거고. 최근에 아마 1.8나노를 포기했던 거 같아요. 2.4나노로 이제 또 좀 공략을 좀 하는 거 같은데. 결국엔 TSMC도 지금 미국 쪽 뭐 애리조나 이제 공장 관련해서도 향후에 세제 혜택이나 뭐 이런 이슈가 좀 부각이 되긴 하겠지만은 TSMC가 뭐 시장에서 얘기를 하고 있죠.,0.98
1,1079.75,아까 앞서 얘기했던 것처럼 뭐 그 엔비디아 물량이나 실제로 왜 삼성전자 쪽에 너무 많이 밀어주는 거 아니냐 뭐 시장에서 얘기는 나오고는 있지만은 그만큼 지금은 TSMC 혼자만으로 이걸 다 감당할 수 없을 정도에 대한 물량이 지금 들어오고 있다라고 생각을 하고 있기 때문에 이번에 아마 지난주에 실적 발표를 했을 겁니다. 그때도 마찬가지겠지만은 지금은 이 요쪽 물량뿐만 아니라 휴머노이드 요쪽까지 매출이 이제 반영되기 시작을 했어요.,0.97
1,1103.43,그러면 시장 자체가 이쪽에 더 커지고 있는 상황이고 인텔은 거의 죽어 가던 이 입장에서 뭐 CPU와 이제 엔비디아 그 GPU와 같이 혼합돼서 이제 향후에 제품을 출시하는 것까지 시장에서 보고 있다라고 하게 되면 파운드리 쪽은 생각보다 점유율이 올라오기는 쉽지는 않은 거 같은데 삼성전자가 지금 8이고 아마 인텔이 한 4%일 거예요. 그러면 그러면 이제 TSMC가 한 70% 정도 대충 점유율이라고 하게 되면은 오히려 삼성전자는 그 점유율이 확대가 될 거고 인텔은 적어도 이게 기존의 파운드리 쪽은 생각보다 더뎌지긴 하겠지만은 오히려 CPU 쪽에 대한 향후에 좀 공동 개발로 조금 성장이 나오지 않을까 생각을 하고 있습니다.,0.98
3,1142.18,네. 지금 TSMC 그리고 인텔의 상황까지 여쭤 봤습니다. 그리고 사실 이제 삼성전자 주가에 대해서는 아까 대표님께서도 정말 자세하게 말씀을 해 주셨기는 한데 직관적으로 한 번만 더 강조해서 질문 드려 볼게요. 원래 질문은 이제 10만 전자 시대 언제쯤으로 예상하십니까? 이건데 조금 바꿔서 얼마까지 목표 주가 설정해 볼까요? 갖고 계신 분들.,0.99
2,1166.44,"까요? 안 팔고 싶으신 분들도 계실 거 아니에요. 어, 네. 저는 일단 진짜 보수적으로 12. 11? 12. 아 12? 보수적으로 12. 지금 한 20% 정도만 더. 근데 더 갈 것 같긴 해요. 음. 근데 일단 12 정도.",0.98
3,1178.7,"일단 12 기억을 해 보겠습니다. 네, 10이고 그리고 이제 10에서 나오는 물량을 또 얼마나 잘 받을지에 대한 부분인데 분명히 근데 제가 말씀드렸던 부분 중에 하나가 뭐냐면 그 외국인들이 제일 중요해요. 근데 이제 사실 지금 우리나라 우리나라 원화가 강세인 상황이면 제가 거기까지 안 불렀을 거예요. 근데 이제 원화가 약세죠? 1,400원 대잖아요. 그리고 이제 그게 원화가 이제 강세로 바뀌는 전환이 된다라고 하면 외국인들이 들어와 줄 것이고 외국인들 뭐에 따라서 매수하겠습니까?",0.99
2,1204.47,코리아 인덱스죠. 삼성전자 메뉴에 있잖아요. 걔에 따라서 매수 그냥 생각 없이 들어오는 매수 물량들이 엄청나게 많을 것이고 그리고 이제 거기서 차익 실현을 어떻게 또 줄다리기를 하냐에 따라 다를 것 같은데 저는 일단 지금 아무도 안 팔 것 같아요. 그럼 그 다음은 언제 언제까지 보면 될까요? 라고 저의 친구가 저한테 물어보면 일단 10위까지 놔둬. 그 이후에 따로 보자. 이렇게 얘기할 것 같은데 10에서 과연 얼마나 저항이 나올지 그게 좀 저도 궁금하긴 합니다.,0.97
